id,entity_name,semantic_name
C0393940,Penicillamine-induced myasthenia,Disease or Syndrome;
C0394016,"Coma, Post-Head Injury",Disease or Syndrome;
C0394118,Biopsy of brain tissue,Diagnostic Procedure;
C0394663,Cupping (regime/therapy),Therapeutic or Preventive Procedure;
C0394862,Intramuscular infiltration,Therapeutic or Preventive Procedure;
C0394875,Peribulbar infiltration,Therapeutic or Preventive Procedure;
C0394996,Acute alcoholic intoxication,Mental or Behavioral Dysfunction;
C0395550,Vitreous base vitrectomy,Therapeutic or Preventive Procedure;
C0395959,Tinnitus of Vascular Origin,Sign or Symptom;
C0396053,Singers' nodes,Finding;
C0396072,Laryngeal papillomatosis,Neoplastic Process;
C0396243,Transorbital ethmoidectomy,Therapeutic or Preventive Procedure;
C0396565,Lung excision,Therapeutic or Preventive Procedure;
C0396670,Isolated limb perfusion,Therapeutic or Preventive Procedure;
C0397990,Femorodistal bypass,Therapeutic or Preventive Procedure;
C0398367,Histiocytic Necrotizing Lymphadenitis,Disease or Syndrome;
C0398368,Lymphatic Abnormalities,Anatomical Abnormality;
C0398379,Hyperplastic lymph vessel,Acquired Abnormality;
C0398395,Neck Dissection,Therapeutic or Preventive Procedure;
C0398434,Biopsy of axillary lymph node,Diagnostic Procedure;
C0398480,Drainage of lymphatics,Therapeutic or Preventive Procedure;
C0398526,Bone marrow trephine,Diagnostic Procedure;
C0398588,Drug-induced eosinophilia,Pathologic Function;
C0398590,Lymphocytoid disorder,Disease or Syndrome;
C0398623,Thrombophilia,Disease or Syndrome;
C0398625,Protein C Deficiency,Disease or Syndrome;
C0398627,Inherited platelet disorder,Disease or Syndrome;
C0398682,Chronic sarcoid myopathy,Disease or Syndrome;
C0398686,Primary immune deficiency disorder,Disease or Syndrome;
C0398791,Nijmegen Breakage Syndrome,Disease or Syndrome;
C0399002,Recontour tooth,Therapeutic or Preventive Procedure;
C0399059,Restoration of tooth,Therapeutic or Preventive Procedure;
C0399066,Insertion of malleable restoration into tooth,Therapeutic or Preventive Procedure;
C0399397,Rampant dental caries,Disease or Syndrome;
C0399454,Knife-edged edentulous alveolar ridge,Anatomical Abnormality;
C0399486,Oral melanocytic macule,Finding;
C0399493,Amalgam tattoo,Disease or Syndrome;
C0399495,Inflammatory fibroepithelial hyperplasia of oral mucous membrane caused by denture,Acquired Abnormality;
C0399496,"Granulomatosis, Orofacial",Disease or Syndrome;
C0399499,Drug-induced oral lichenoid reaction,Pathologic Function;
C0399544,Spacing of anterior teeth,Anatomical Abnormality;
C0399558,Glandular odontogenic cyst,Anatomical Abnormality;
C0399565,Giant cell hyaline angiopathy,Disease or Syndrome;
C0399578,Acute sialoadenitis,Disease or Syndrome;
C0399682,Gastric ulcer operation,Therapeutic or Preventive Procedure;
C0399805,Biopsy of duodenum,Diagnostic Procedure;
C0399839,Gastrojejunostomy,Therapeutic or Preventive Procedure;
C0399935,Ileectomy,Therapeutic or Preventive Procedure;
C0399943,Biopsy of small intestine,Diagnostic Procedure;
C0400425,Exploration of liver transplant,Therapeutic or Preventive Procedure;
C0400748,Bile duct drainage,Therapeutic or Preventive Procedure;
C0400751,Dilatation of bile duct (procedure),Therapeutic or Preventive Procedure;
C0400807,Stress ulcer of stomach,Disease or Syndrome;
C0400821,"Colitis, Microscopic",Disease or Syndrome;
C0400822,"Colitis, Lymphocytic",Disease or Syndrome;
C0400827,Radiation proctitis,Pathologic Function;
C0400831,Infective proctitis,Disease or Syndrome;
C0400839,Ulcer of rectum,Disease or Syndrome;
C0400843,Mechanical ileus,Acquired Abnormality;
C0400878,Infection-induced ileus,Disease or Syndrome;
C0400914,Acute hepatitis C,Disease or Syndrome;
C0400942,Fatty portal cirrhosis,Disease or Syndrome;
C0400966,Non-alcoholic Fatty Liver Disease,Disease or Syndrome;
C0400977,Cholangitis lenta,Disease or Syndrome;
C0400979,Obstruction of biliary tree,Disease or Syndrome;
C0400997,Leakage of bile,Pathologic Function;
C0401042,Mesenteric fat saponification,Disease or Syndrome;
C0401116,Strangulated hernia,Acquired Abnormality;
C0401151,Chronic diarrhea,Disease or Syndrome;
C0401181,Radical nephrectomy,Therapeutic or Preventive Procedure;
C0401496,Transurethral resection of neoplasm of bladder,Therapeutic or Preventive Procedure;
C0401627,Endoscopic removal of prostatic stent,Therapeutic or Preventive Procedure;
C0401640,Needle biopsy of prostate,Diagnostic Procedure;
C0401641,Transrectal biopsy of prostate,Diagnostic Procedure;
C0402046,Etcher,Professional or Occupational Group;
C0402107,Sport trainee,Professional or Occupational Group;
C0402112,Scientist,Professional or Occupational Group;
C0402369,Purser,Professional or Occupational Group;
C0402656,Nanny,Professional or Occupational Group;
C0402683,Cleaners Occupation,Professional or Occupational Group;
C0402748,Cowman,Professional or Occupational Group;
C0402781,Hedger,Professional or Occupational Group;
C0402830,Miller,Professional or Occupational Group;
C0403066,Construction worker,Professional or Occupational Group;
C0403071,Tiler,Professional or Occupational Group;
C0403093,Miner - excluding coal,Professional or Occupational Group;
C0403215,Biopsy of testis,Diagnostic Procedure;
C0403363,Membranoproliferative nephritis NOS,Disease or Syndrome;
C0403414,Acute post-streptococcal glomerulonephritis,Disease or Syndrome;
C0403416,Idiopathic crescentic glomerulonephritis,Disease or Syndrome;
C0403447,Chronic Kidney Insufficiency,Disease or Syndrome;
C0403457,Myoglobinuric acute renal failure,Disease or Syndrome;
C0403462,Acute-on-chronic renal failure,Disease or Syndrome;
C0403529,Anti-Glomerular Basement Membrane Disease,Disease or Syndrome;
C0403547,Renal disorders in inherited disease,Disease or Syndrome;
C0403559,Dialysis disequilibrium syndrome,Disease or Syndrome;
C0403588,Acute rejection of renal transplant,Disease or Syndrome;
C0403592,Chronic rejection of renal transplant,Disease or Syndrome;
C0403599,De novo transplant disease,Disease or Syndrome;
C0403608,Disorder of ureter,Disease or Syndrome;
C0403683,Non-bacterial prostatitis,Disease or Syndrome;
C0403761,Balanitis circumscripta plasmacellularis,Disease or Syndrome;
C0404066,Endometrial scraping,Diagnostic Procedure;
C0404079,Total abdominal hysterectomy,Therapeutic or Preventive Procedure;
C0404212,Ampullary-ampullary anastomosis,Therapeutic or Preventive Procedure;
C0404521,Infective vaginitis,Disease or Syndrome;
C0404844,Non-viable pregnancy,Pathologic Function;
C0405107,Morbidly adherent placenta (disorder),Pathologic Function;
C0405136,Multiple delivery,Organism Function;
C0405352,Biopsy of breast,Diagnostic Procedure;
C0405374,Biopsy of lesion of nipple,Diagnostic Procedure;
C0405469,Granulomatous Mastitis,Disease or Syndrome;
C0405485,Cutaneous papilloma of nipple,Neoplastic Process;
C0405491,Rupture of breast implant,Disease or Syndrome;
C0405532,Lobectomy of thyroid gland,Therapeutic or Preventive Procedure;
C0405810,Control of hemorrhage of abdominal cavity,Therapeutic or Preventive Procedure;
C0406160,Vascular corn,Acquired Abnormality;
C0406188,Pressure-induced dermatosis,Injury or Poisoning;
C0406301,Prurigo pigmentosa,Disease or Syndrome;
C0406302,Juvenile plantar dermatosis,Disease or Syndrome;
C0406305,Eosinophilic pustular folliculitis,Disease or Syndrome;
C0406307,Senile xeroderma,Disease or Syndrome;
C0406322,Psoriasis of nail,Disease or Syndrome;
C0406343,Atypical juvenile pityriasis rubra pilaris,Disease or Syndrome;
C0406347,Disseminated superficial porokeratosis,Disease or Syndrome;
C0406362,Guttate lichen planus,Disease or Syndrome;
C0406365,Actinic lichen planus,Disease or Syndrome;
C0406366,Post-inflammatory hyperpigmentation in lichen planus,Disease or Syndrome;
C0406369,Lichen planus pemphigoides,Disease or Syndrome;
C0406378,Erosive oral lichen planus,Disease or Syndrome;
C0406393,Sarcoidosis in scar,Disease or Syndrome;
C0406421,Pigmentary incontinence,Disease or Syndrome;
C0406433,Reedy nail,"Body Part, Organ, or Organ Component;"
C0406457,Non-scarring alopecia,Disease or Syndrome;
C0406461,Involutional alopecia,Disease or Syndrome;
C0406469,Disorder of hair shaft,Disease or Syndrome;
C0406471,Trichomalacia,Disease or Syndrome;
C0406481,Comedonal acne,Disease or Syndrome;
C0406482,Nodulocystic acne,Disease or Syndrome;
C0406484,Sebaceous hyperplasia,Disease or Syndrome;
C0406500,Lipodermatosclerosis,Disease or Syndrome;
C0406514,Lichen aureus,Disease or Syndrome;
C0406518,Secondary cutaneous vasculitis,Disease or Syndrome;
C0406545,Idiopathic mid-dermal elastolysis,Disease or Syndrome;
C0406549,"Cutis laxa, acquired type",Disease or Syndrome;
C0406557,Poikiloderma of Kindler,Disease or Syndrome;
C0406566,Sclerotic panatrophy,Acquired Abnormality;
C0406571,Superficial fibromatosis,Disease or Syndrome;
C0406594,Cytophagic histiocytic panniculitis,Disease or Syndrome;
C0406597,Eosinophilic panniculitis,Disease or Syndrome;
C0406599,Membranous lipodystrophy,Disease or Syndrome;
C0406600,Nodular fat necrosis,Pathologic Function;
C0406601,Traumatic fat necrosis,Disease or Syndrome;
C0406604,Lipoatrophy and lipodystrophy,Disease or Syndrome;
C0406628,Plasma cell vulvitis,Disease or Syndrome;
C0406631,Keloidalis nuchae,Disease or Syndrome;
C0406632,Autoimmune skin disease,Disease or Syndrome;
C0406636,Lupus erythematosus tumidus,Disease or Syndrome;
C0406637,Erythema multiforme-like lupus erythematosus,Disease or Syndrome;
C0406650,Linear IgA Bullous Dermatosis,Disease or Syndrome;
C0406653,Eosinophilic spongiosis,Disease or Syndrome;
C0406656,Reticular erythematous mucinosis,Disease or Syndrome;
C0406659,Focal cutaneous mucinosis,Disease or Syndrome;
C0406683,Bullosis diabeticorum,Disease or Syndrome;
C0406688,Psoriasiform drug eruption,Disease or Syndrome;
C0406691,Erythroderma caused by drug,Disease or Syndrome;
C0406695,Phototoxic drug eruption,Injury or Poisoning;
C0406696,Drug photoallergic response,Disease or Syndrome;
C0406700,Drug-induced pseudoporphyria,Disease or Syndrome;
C0406713,Schoepf-Schulz-Passage syndrome,Disease or Syndrome;
C0406750,Reticulate pigmented anomaly of flexures,Disease or Syndrome;
C0406779,Acromelanosis,Congenital Abnormality;
C0406801,Eccrine angiomatous hamartoma,Neoplastic Process;
C0406803,Syringocystadenoma Papilliferum,Neoplastic Process;
C0406810,Carney Complex,Disease or Syndrome;
C0406814,Lentigo of lip,Finding;
C0406819,Congenital erector pili hamartoma,Neoplastic Process;
C0406823,Presternal ciliated cyst,Anatomical Abnormality;
C0406824,Median raphe cyst,Anatomical Abnormality;
C0406833,Wound erythema,Sign or Symptom;
C0406862,Conspicuous skin donor site,Finding;
C0407138,Release of muscle origin,Therapeutic or Preventive Procedure;
C0407178,Stretching of muscle,Therapeutic or Preventive Procedure;
C0407184,Operation on lesion of muscle,Therapeutic or Preventive Procedure;
C0407722,Maxillectomy,Therapeutic or Preventive Procedure;
C0408794,Biopsy of vertebra,Diagnostic Procedure;
C0409703,Secondary inflammatory arthritis,Disease or Syndrome;
C0409908,Secondary gout,Disease or Syndrome;
C0409974,Lupus Erythematosus,Disease or Syndrome;
C0409977,Bullous systemic lupus erythematosus,Disease or Syndrome;
C0409988,Focal nodular myositis,Disease or Syndrome;
C0409998,Toxic oil syndrome,Injury or Poisoning;
C0410000,Overlap syndrome,Disease or Syndrome;
C0410005,Nodular fasciitis,Disease or Syndrome;
C0410013,Soft tissue lesion,Pathologic Function;
C0410104,Posterior calcaneal exostosis,Anatomical Abnormality;
C0410132,Anterior shin splints,Injury or Poisoning;
C0410149,Infective panniculitis,Disease or Syndrome;
C0410203,X-linked centronuclear myopathy,Congenital Abnormality;
C0410220,Drug Related Myopathies,Disease or Syndrome;
C0410256,muscle injury,Injury or Poisoning;
C0410370,Osteomyelitis of coccyx,Disease or Syndrome;
C0410489,Fibrous cortical defect,Disease or Syndrome;
C0410607,Intervertebral disk calcification,Disease or Syndrome;
C0410632,Schmorl's nodes,Disease or Syndrome;
C0410719,Deformity of bone,Anatomical Abnormality;
C0410783,Curly toe,Acquired Abnormality;
C0410842,Breakage of bone plate,Pathologic Function;
C0410939,Sclerema,Disease or Syndrome;
C0411265,Harvesting of stem cells,Therapeutic or Preventive Procedure;
C0412558,Dating/booking US scan,Diagnostic Procedure;
C0412649,Computed tomography of spine,Diagnostic Procedure;
C0412806,Thermoregulation measures,Therapeutic or Preventive Procedure;
C0413120,Bee sting,Injury or Poisoning;
C0413256,Ebullism,Injury or Poisoning;
C0413258,Barotrauma of descent,Injury or Poisoning;
C0413263,Local pressure effects,Injury or Poisoning;
C0413395,Accidentally knocked down,Injury or Poisoning;
C0413399,Blow -accident,Injury or Poisoning;
C0417606,Accident caused by rainfall,Injury or Poisoning;
C0417703,Sting by sting ray,Injury or Poisoning;
C0417742,Flea bites,Injury or Poisoning;
C0417754,Bite of Hemiptera species,Injury or Poisoning;
C0418119,Accident caused by sharp-edged object,Injury or Poisoning;
C0418248,Stabbed in fight,Injury or Poisoning;
C0418391,Assault by stabbing,Injury or Poisoning;
C0418416,Pinched,Injury or Poisoning;
C0418452,Assault by blindfolding,Injury or Poisoning;
C0418743,Injury due to buckshot,Injury or Poisoning;
C0418832,Patient advised to,Health Care Activity;
C0418954,Spouse reassured,Health Care Activity;
C0418981,Medical therapy,Therapeutic or Preventive Procedure;
C0419117,Active exercise,Health Care Activity;
C0419334,Surgical biopsy result normal,Finding;
C0419342,Capillary specimen collection (procedure),Health Care Activity;
C0419509,Age when first crawled,Finding;
C0419680,school screening (non-specific),Diagnostic Procedure;
C0419819,Pre-treatment BP reading,Diagnostic Procedure;
C0420020,Screening for malignant neoplasm of cervix (procedure),Diagnostic Procedure;
C0420119,Boarding out medical examination,Health Care Activity;
C0420203,Continuous blood sampling,Therapeutic or Preventive Procedure;
C0420252,Drug intake observed,Therapeutic or Preventive Procedure;
C0420261,Patient misunderstood treatment instructions,Finding;
C0420609,Brief history taken,Finding;
C0420611,Full history taken,Finding;
C0420637,General pathology,Finding;
C0421169,Chronic disease - general,Finding;
C0421367,Breast neoplasm screening abnormal,Finding;
C0422202,Notifications (procedure),Health Care Activity;
C0422294,Did not attend - appointment mix-up,Finding;
C0422369,Incoming mail processing,Occupational Activity;
C0422392,Screening Method,Diagnostic Procedure;
C0422974,Sees haloes around lights,Finding;
C0422976,Quality of visual image,Finding;
C0422978,Visual image size,Finding;
C0423026,Inverted Y pattern vergence,Finding;
C0423124,Excess skin of eyelid,Finding;
C0423125,Loss of lid tissue,Finding;
C0423128,Sunsetting eyes,Sign or Symptom;
C0423232,Corneal epithelial staining pattern,Finding;
C0423263,Enlargement of corneal endothelial cells,Finding;
C0423270,Scleral vascularity,Finding;
C0423272,Sclera avascular,Finding;
C0423274,Focal scleral thinning,Finding;
C0423276,Shallow anterior chamber of eye,Finding;
C0423381,Cheesy retinitis,Finding;
C0423388,Retinal arteries sheathed,Finding;
C0423403,Anastomotic retinal vessels,Finding;
C0423410,Retinal lipid deposits,Finding;
C0423431,Subretinal exudate,Finding;
C0423434,Subretinal fibrosis,Finding;
C0423449,Tigroid fundus,Finding;
C0423508,Fibrous long process of incus,Finding;
C0423553,Light touch,Physiologic Function;
C0423555,Firm pressure touch,Finding;
C0423565,Taste of food lingers,Finding;
C0423575,Altered sensation of skin,Sign or Symptom;
C0423634,Central chest pain,Sign or Symptom;
C0423693,Growing pains,Sign or Symptom;
C0423717,Neurogenic pain,Sign or Symptom;
C0423752,Finding of skin texture,Finding;
C0423753,Skin dirty,Finding;
C0423755,Unhealthy skin,Finding;
C0423756,Thickness of skin,Finding;
C0423757,Thin skin,Finding;
C0423767,Skin or mucosa lesion,Finding;
C0423781,Gottron's papules,Finding;
C0423783,Acne scar,Finding;
C0423785,Skin growth,Organ or Tissue Function;
C0423786,Wickham striae,Finding;
C0423791,Maculopapular Lesion,Finding;
C0423794,Dilated blood vessels in skin,Finding;
C0423798,Increased tendency to bruise,Finding;
C0423806,Pincer nail deformity,Finding;
C0423815,Nails crumble,Finding;
C0423818,Grooving of nail,Sign or Symptom;
C0423820,Ridged nails,Finding;
C0423827,White nails,Finding;
C0423835,Azure half-moon nail,Finding;
C0423860,Follicular plugging,Finding;
C0423861,Hair cast,Finding;
C0423864,Hair characteristics,Finding;
C0423868,Wiry hair,Finding;
C0423882,Highlighted hair,Finding;
C0423896,Feeling content,Mental Process;
C0423899,Above average intellect,Finding;
C0423976,Exciting ideas,Finding;
C0423979,Speed of thought,Finding;
C0424092,Withdrawn,Finding;
C0424109,Weepiness,Finding;
C0424157,Fear of going crazy,Mental Process;
C0424215,Sense of identity (observable entity),Mental Process;
C0424295,Hyperactive behavior,Mental or Behavioral Dysfunction;
C0424316,Exuberance,Finding;
C0424318,Bullying,Mental or Behavioral Dysfunction;
C0424323,Physical aggression,Finding;
C0424324,Fighting,Social Behavior;
C0424333,Vandalism,Social Behavior;
C0424335,Malicious damage,Finding;
C0424337,Hoarding,Individual Behavior;
C0424424,Refusing food,Finding;
C0424470,Undressed,Finding;
C0424489,Chapping of lips,Finding;
C0424499,Sun-damaged skin on face,Finding;
C0424507,Hypothyroid facies,Finding;
C0424511,Complexion,Finding;
C0424530,Absences (finding),Finding;
C0424531,Funny turn (finding),Finding;
C0424557,Sweaty feet,Finding;
C0424562,Blood does not clot properly,Finding;
C0424576,Fit and well,Finding;
C0424578,Psychological Well Being,Finding;
C0424585,Tires quickly,Finding;
C0424589,Vitality,Finding;
C0424606,Body form,Finding;
C0424612,Obese build,Organism Attribute;
C0424621,Body Fat Distribution,Finding;
C0424624,Cellulite,Finding;
C0424625,Body fat evenly distributed,Finding;
C0424630,Loss of body fat - finding,Finding;
C0424639,Height / growth measure,Finding;
C0424677,Total body fat,Finding;
C0424679,Fat-free mass,Finding;
C0424688,Small head,Finding;
C0424711,Orbital separation diminished,Finding;
C0424713,Orbit vertical asymmetry - finding,Finding;
C0424722,General finding of soft tissue,Finding;
C0424740,Cold hands,Finding;
C0424781,Spiking temperature,Finding;
C0424790,Rigor - Temperature-associated observation,Sign or Symptom;
C0424823,Parotid swelling,Finding;
C0424829,Dilatation of blood vessel (finding),Finding;
C0424830,dilated blood vessel,Finding;
C0424841,Stromal iris nodules,Finding;
C0424844,Lump in eyelid,Finding;
C0424845,Lump in lid margin,Finding;
C0424859,Multiple lumps,Finding;
C0424860,Lump size,Finding;
C0424864,Width of lump,Finding;
C0424912,Father deceased,Finding;
C0424919,Language spoken,Finding;
C0425020,Death grant,Finding;
C0425085,Medically retired,Finding;
C0425105,Return to Work,Finding;
C0425119,vulnerable child,Finding;
C0425139,"Ran away, life event (finding)",Finding;
C0425229,Overcrowded in house,Finding;
C0425251,Bed-ridden,Finding;
C0425260,Transport too expensive,Finding;
C0425310,Stopped smoking,Finding;
C0425358,North American origin (finding),Finding;
C0425359,South American People,Population Group;
C0425379,Other Race,Finding;
C0425403,"Diet, High-Protein",Therapeutic or Preventive Procedure;
C0425407,Milk-free diet,Finding;
C0425481,Sighing respiration,Sign or Symptom;
C0425485,Whooping respiration,Sign or Symptom;
C0425515,Copious sputum,Finding;
C0425583,Heart beat,Organ or Tissue Function;
C0425589,Heart irregularly irregular,Finding;
C0425593,Fourth sound gallop,Finding;
C0425598,Bumping heart,Finding;
C0425601,Position of apex beat,Finding;
C0425660,Prominent blood vessel,Finding;
C0425683,Dilated capillaries,Finding;
C0425711,Poor circulation,Finding;
C0425716,"Capillary filling, function (observable entity)",Clinical Attribute;
C0425782,Breast size,Finding;
C0425784,Pendulous breast,Finding;
C0425785,Small breast,Finding;
C0425788,Tubular breast,Finding;
C0425791,Peau d'orange surface of breast,Sign or Symptom;
C0425815,Milk leaking from breast,Finding;
C0425842,Clitoris resembles penis,Congenital Abnormality;
C0425888,Atrophy of cervix,Acquired Abnormality;
C0425932,Date of last menstrual period,Finding;
C0425947,Finding of pattern of menstrual cycle,Finding;
C0425979,Nulliparous,Finding;
C0426034,Quickening of fetus,Physiologic Function;
C0426103,Fetal head molding (finding),Finding;
C0426317,Genitourinary symptom,Sign or Symptom;
C0426336,Glans penis size,Finding;
C0426359,Urinary symptoms,Sign or Symptom;
C0426387,Sudden stoppage of urine flow,Finding;
C0426396,Urine looks dark,Finding;
C0426415,Large nose,Finding;
C0426482,No tooth problem,Finding;
C0426499,Beefy red tongue,Finding;
C0426517,Pigmentation of oral mucosa,Finding;
C0426576,Gastrointestinal symptom,Sign or Symptom;
C0426611,Food comes down nose,Finding;
C0426647,Finding of passage of meconium,Finding;
C0426682,Fluid thrill in abdomen,Finding;
C0426688,Liver size (observable entity),Clinical Attribute;
C0426703,Kidney finding,Finding;
C0426732,Large prostate,Finding;
C0426756,Irregularly dilated anal orifice,Finding;
C0426794,Chest over-expanded,Finding;
C0426826,Flared ribs,Finding;
C0426870,Large hand,Finding;
C0426908,Telescoping of limb at hip,Sign or Symptom;
C0426928,Bean-shaped foot,Finding;
C0426940,Inverted champagne bottle legs,Finding;
C0426962,Frog-like posture,Finding;
C0427004,Cannot get about,Finding;
C0427047,Pseudo-locking of joint,Finding;
C0427078,Movement against resistance,Finding;
C0427090,Writhing movements,Finding;
C0427116,Sensation of falling,Finding;
C0427149,"Gait, Drop Foot",Finding;
C0427184,No incoordination,Finding;
C0427245,Pectoral girdle structure,"Body Part, Organ, or Organ Component;"
C0427295,Clicking joint,Finding;
C0427403,Iron absorption level,Laboratory or Test Result;
C0427455,Red blood cell count within reference range,Finding;
C0427460,Red cell distribution width determination,Laboratory Procedure;
C0427483,Bite cells (finding),Finding;
C0427529,Smear cell,Cell;
C0427544,Monocytopenia,Finding;
C0427546,Lymphocyte abnormality,Finding;
C0427548,Relative lymphocytosis,Laboratory or Test Result;
C0427569,Platelet clumps,Finding;
C0427626,Group O (qualifier value),Intellectual Product;
C0427630,Rh negative (finding),Finding;
C0427677,Blood compatibility test,Laboratory Procedure;
C0427699,Bone marrow erythropoiesis hyperplasia,Finding;
C0427708,Bone marrow: lymphocytes (finding),Laboratory or Test Result;
C0427861,Human cells,Laboratory or Test Result;
C0427888,Pus cells present,Laboratory or Test Result;
C0427895,Cellular casts (finding),Finding;
C0427896,Crystal - human material,Body Substance;
C0427909,Monosodium urate crystals,Body Substance;
C0427927,Presence of fungal elements - finding,Laboratory or Test Result;
C0427944,Determination of bacterial growth,Laboratory or Test Result;
C0427954,Sample fungus not isolated,Laboratory or Test Result;
C0427964,Organism type determination,Laboratory Procedure;
C0428088,Synovial fluid bloodstained,Finding;
C0428094,Gross pathology (finding),Laboratory or Test Result;
C0428133,Sweat test within reference range,Finding;
C0428197,Fluid sample bicarbonate measurement,Laboratory Procedure;
C0428212,Finding of drug level,Laboratory or Test Result;
C0428279,Finding of creatinine level,Finding;
C0428286,Urine urate measurement,Laboratory Procedure;
C0428291,Finding of sodium level,Laboratory or Test Result;
C0428396,Cortisol level,Laboratory or Test Result;
C0428462,Measurement of serum lipid level,Laboratory Procedure;
C0428521,Alpha-fetoprotein level - finding,Laboratory or Test Result;
C0428536,Immunoglobulin level - finding,Laboratory or Test Result;
C0428548,Glucose level - finding,Laboratory or Test Result;
C0428554,Finding of blood glucose level,Laboratory or Test Result;
C0428627,Protein to Creatinine Ratio Measurement,Laboratory Procedure;
C0428642,Pulmonary artery pressure,Finding;
C0428646,Oxygen concentration,Finding;
C0428791,Aortic valve calcification,Disease or Syndrome;
C0428799,Mitral valve function,Laboratory or Test Result;
C0428883,Diastolic blood pressure,Clinical Attribute;
C0428981,Junctional premature complex (disorder),Pathologic Function;
C0429001,Paired ventricular premature complexes,Finding;
C0429029,ST segment,Finding;
C0429077,S wave shape,Finding;
C0429148,Pulp vital response,Finding;
C0429186,Oil droplets,Functional Concept;
C0429193,Skin reaction irritant,Laboratory or Test Result;
C0429218,Abdominal pressure,Clinical Attribute;
C0429307,Loss of reactivity,Finding;
C0429317,Focal sharp waves,Finding;
C0429403,Pattern ERG P50,Finding;
C0429468,Anovulatory (finding),Disease or Syndrome;
C0429470,Ovulatory,Finding;
C0429524,Open angle,Finding;
C0429528,Angle closure,Finding;
C0429562,Superimposition,Finding;
C0429585,Refraction measurement - finding,Finding;
C0429620,Bone maturation age,Finding;
C0429622,Oxygen delivery,Clinical Attribute;
C0429803,Bladder trabeculation,Disease or Syndrome;
C0429856,Arterial flow,Finding;
C0429874,Venous flow,Laboratory or Test Result;
C0429885,Distal vessel occluded,Finding;
C0429892,Type 1 hypersensitivity response,Pathologic Function;
C0429964,Dependent for dressing,Finding;
C0429995,Deep pressure sore,Finding;
C0430022,diagnostic procedure,Diagnostic Procedure;
C0430048,Gut hormone profile,Laboratory Procedure;
C0430056,Urine pregnancy test,Laboratory Procedure;
C0430150,Digestive function tests,Laboratory Procedure;
C0430170,Vitamin A absorption test,Diagnostic Procedure;
C0430272,Paul-Bunnell test,Laboratory Procedure;
C0430292,Immunofixation (procedure),Laboratory Procedure;
C0430339,Immunology profile,Laboratory Procedure;
C0430356,Sputum inspection,Laboratory Procedure;
C0430385,Sample macroscopy,Laboratory Procedure;
C0430389,Light Microscopy,Laboratory Procedure;
C0430397,Microscopic urinalysis,Laboratory Procedure;
C0430400,Laboratory culture,Laboratory Procedure;
C0430449,Forensic examination,Diagnostic Procedure;
C0430501,Microscopic Angioscopy,Diagnostic Procedure;
C0430551,Photosensitivity test (procedure),Diagnostic Procedure;
C0430614,Cottle's test (procedure),Diagnostic Procedure;
C0430952,Urological investigation,Diagnostic Procedure;
C0431056,Photography of patient,Diagnostic Procedure;
C0431085,"Tumor cells, uncertain whether benign or malignant",Cell;
C0431086,Sebaceous trichofolliculoma,Neoplastic Process;
C0431093,Clear cell syringoma,Neoplastic Process;
C0431097,Malignant melanocytic lesion,Neoplastic Process;
C0431109,Choroid Plexus Carcinoma,Neoplastic Process;
C0431122,Atypical meningioma,Neoplastic Process;
C0431123,Solitary neurofibroma,Neoplastic Process;
C0431124,Cellular Schwannoma,Neoplastic Process;
C0431126,Palisaded encapsulated neuroma,Neoplastic Process;
C0431128,Papillary craniopharyngioma,Neoplastic Process;
C0431129,Adamantinous Craniopharyngioma,Neoplastic Process;
C0431478,Posteriorly rotated ear,Congenital Abnormality;
C0431564,Lobulated tongue,Congenital Abnormality;
C0431648,Rokitansky sequence,Congenital Abnormality;
C0431875,Windblown hand,Congenital Abnormality;
C0431904,Ulnar polydactyly of fingers,Congenital Abnormality;
C0432284,Infantile myofibromatosis,Neoplastic Process;
C0432361,Diffuse neurofibroma,Neoplastic Process;
C0432413,Trisomy 7,Cell or Molecular Dysfunction;
C0432486,Post-transplant neoplasia,Disease or Syndrome;
C0432487,Post-transplant lymphoproliferative disorder,Neoplastic Process;
C0432516,Ann Arbor lymphoma staging system,Classification;
C0432525,Hypertrophic solar keratosis,Disease or Syndrome;
C0432526,Desmoplastic trichoepithelioma,Neoplastic Process;
C0432527,Giant solitary trichoepithelioma,Neoplastic Process;
C0432528,Proliferative fasciitis,Disease or Syndrome;
C0432529,Intravascular fasciitis,Disease or Syndrome;
C0432608,Ringed sideroblast,Cell;
C0432618,Blood group antibody B,"Amino Acid, Peptide, or Protein;Immunologic Factor;"
C0432662,Spermatozoa antibody,"Amino Acid, Peptide, or Protein;Immunologic Factor;"
C0432742,Superficial contusion,Injury or Poisoning;
C0432859,"Abrasion, thigh",Injury or Poisoning;
C0432883,Traumatic blister of scalp,Injury or Poisoning;
C0432923,Superficial incised wound,Injury or Poisoning;
C0432924,Superficial laceration,Injury or Poisoning;
C0433062,Deep puncture wound,Injury or Poisoning;
C0433405,Deep partial thickness burn,Injury or Poisoning;
C0434034,Injury of bile duct,Injury or Poisoning;
C0434044,Transection of spleen,Injury or Poisoning;
C0434090,Transection of appendix,Injury or Poisoning;
C0434101,Delayed perforation of colon,Disease or Syndrome;
C0436149,Examination of skin,Diagnostic Procedure;
C0436206,Postoperative course of radiotherapy,Therapeutic or Preventive Procedure;
C0436307,Chemoradiotherapy,Therapeutic or Preventive Procedure;
C0436331,Symptom aggravating factors,Finding;
